order_item_id,order_id,product_id,quantity,unit_price,total_price
3121,1041,131,2,983.95,1967.9
3122,1041,101,1,677.81,677.81
3123,1042,134,3,16.44,49.32000000000001
3124,1043,58,1,387.36,387.36
3125,1043,62,2,665.43,1330.86
3126,1043,35,2,977.06,1954.12
3127,1043,19,1,125.97,125.97
3128,1043,67,3,594.26,1782.78
3129,1044,106,3,79.23,237.69
3130,1044,129,3,90.77,272.31
3131,1044,108,1,286.56,286.56
3132,1044,191,2,806.44,1612.88
3133,1044,59,1,220.37,220.37
3134,1045,111,1,319.72,319.72
3135,1045,180,3,105.38,316.14
3136,1045,94,3,610.43,1831.29
3137,1046,21,3,364.97,1094.91
3138,1046,52,2,102.83,205.66
3139,1046,193,2,796.09,1592.18
3140,1047,162,1,894.73,894.73
3141,1047,80,3,939.67,2819.0099999999998
3142,1048,129,2,90.77,181.54
3143,1048,199,3,203.86,611.58
3144,1048,153,3,473.82,1421.46
3145,1048,66,3,869.01,2607.0299999999997
3146,1049,49,1,40.28,40.28
3147,1049,130,2,206.21,412.42
3148,1050,182,1,380.38,380.38
3149,1050,110,2,483.23,966.46
3150,1050,14,3,924.3,2772.8999999999996
3151,1050,71,3,375.51,1126.53
3152,1050,88,1,536.33,536.33
3153,1051,105,2,604.11,1208.22
3154,1051,62,1,665.43,665.43
3155,1051,196,1,494.52,494.52
3156,1051,8,3,860.08,2580.2400000000002
3157,1052,71,2,375.51,751.02
3158,1052,195,3,485.6,1456.8000000000002
3159,1052,42,2,908.6,1817.2
3160,1052,78,1,419.83,419.83
3161,1052,80,3,939.67,2819.0099999999998
3162,1053,160,3,70.94,212.82
3163,1053,137,2,264.21,528.42
3164,1053,183,2,153.32,306.64
3165,1053,35,1,977.06,977.06
3166,1053,151,3,660.46,1981.38
3167,1054,200,2,797.68,1595.36
3168,1054,86,3,76.19,228.57
3169,1055,135,3,5.79,17.37
3170,1055,171,2,646.77,1293.54
3171,1055,179,3,353.37,1060.1100000000001
3172,1056,123,2,409.07,818.14
3173,1056,127,1,283.15,283.15
3174,1056,130,3,206.21,618.63
3175,1056,196,2,494.52,989.04
3176,1057,38,1,196.45,196.45
3177,1058,46,3,158.71,476.13
3178,1059,57,3,579.72,1739.16
3179,1060,146,3,467.66,1402.98
3180,1060,168,3,218.07,654.21
3181,1060,46,1,158.71,158.71
3182,1060,121,2,936.97,1873.94
3183,1060,11,1,20.7,20.7
3184,1061,26,1,828.58,828.58
3185,1061,40,3,754.44,2263.32
3186,1061,197,2,468.79,937.58
3187,1061,39,2,375.47,750.94
3188,1062,113,1,580.51,580.51
3189,1062,10,2,357.32,714.64
3190,1062,76,2,217.67,435.34
3191,1062,182,3,380.38,1141.1399999999999
3192,1063,80,1,939.67,939.67
3193,1064,45,1,370.51,370.51
3194,1064,140,1,7.23,7.23
3195,1064,60,3,223.94,671.8199999999999
3196,1065,50,3,285.33,855.99
3197,1065,85,3,900.56,2701.68
3198,1066,116,1,600.75,600.75
3199,1066,129,3,90.77,272.31
3200,1067,190,3,234.97,704.91
3201,1067,95,1,455.23,455.23
3202,1067,137,3,264.21,792.6299999999999
3203,1067,189,1,520.04,520.04
3204,1068,41,3,918.22,2754.66
3205,1068,106,2,79.23,158.46
3206,1069,61,1,53.02,53.02
3207,1069,137,3,264.21,792.6299999999999
3208,1069,99,2,784.9,1569.8
3209,1069,17,1,34.24,34.24
3210,1069,139,2,515.11,1030.22
3211,1070,140,3,7.23,21.69
3212,1070,121,1,936.97,936.97
3213,1071,190,1,234.97,234.97
3214,1071,184,2,984.64,1969.28
3215,1072,99,2,784.9,1569.8
3216,1072,104,1,824.64,824.64
3217,1072,196,3,494.52,1483.56
3218,1072,148,1,719.66,719.66
3219,1073,129,3,90.77,272.31
3220,1074,77,2,588.95,1177.9
3221,1074,200,2,797.68,1595.36
3222,1075,115,1,343.11,343.11
3223,1075,131,3,983.95,2951.8500000000004
3224,1076,24,2,849.66,1699.32
3225,1076,24,2,849.66,1699.32
3226,1076,23,3,153.04,459.12
3227,1076,83,3,351.56,1054.68
3228,1077,77,2,588.95,1177.9
3229,1077,62,1,665.43,665.43
3230,1077,13,1,977.42,977.42
3231,1077,158,1,824.43,824.43
3232,1077,88,2,536.33,1072.66
3233,1078,145,1,566.5,566.5
3234,1078,93,3,667.21,2001.63
3235,1078,42,3,908.6,2725.8
3236,1078,22,3,242.74,728.22
3237,1079,176,1,347.51,347.51
3238,1079,97,3,567.59,1702.77
3239,1080,159,1,864.71,864.71
3240,1080,156,2,754.87,1509.74
3241,1080,89,3,418.64,1255.92
3242,1080,97,1,567.59,567.59
3243,1081,165,2,883.08,1766.16
3244,1081,37,2,274.1,548.2
3245,1082,48,3,407.64,1222.92
3246,1082,8,1,860.08,860.08
3247,1082,88,3,536.33,1608.9900000000002
3248,1082,47,2,814.6,1629.2
3249,1082,184,1,984.64,984.64
3250,1083,174,1,875.82,875.82
3251,1083,39,2,375.47,750.94
3252,1083,64,1,442.23,442.23
3253,1083,126,2,195.83,391.66
3254,1084,45,3,370.51,1111.53
3255,1085,64,1,442.23,442.23
3256,1085,151,2,660.46,1320.92
3257,1086,40,2,754.44,1508.88
3258,1086,169,3,353.72,1061.16
3259,1086,51,2,767.63,1535.26
3260,1086,196,1,494.52,494.52
3261,1087,61,3,53.02,159.06
3262,1087,187,2,902.0,1804.0
3263,1087,61,2,53.02,106.04
3264,1088,100,2,73.21,146.42
3265,1088,104,3,824.64,2473.92
3266,1088,141,1,574.09,574.09
3267,1088,136,2,101.62,203.24
3268,1088,106,2,79.23,158.46
3269,1089,99,2,784.9,1569.8
3270,1089,130,3,206.21,618.63
3271,1089,103,1,509.31,509.31
3272,1089,112,1,406.75,406.75
3273,1089,163,3,170.68,512.04
3274,1090,93,1,667.21,667.21
3275,1090,107,3,517.01,1551.03
3276,1091,112,2,406.75,813.5
3277,1092,146,2,467.66,935.32
3278,1092,90,1,87.14,87.14
3279,1092,42,2,908.6,1817.2
3280,1093,15,2,487.37,974.74
3281,1093,25,2,963.91,1927.82
3282,1093,139,3,515.11,1545.33
3283,1093,15,1,487.37,487.37
3284,1094,171,3,646.77,1940.31
3285,1094,22,3,242.74,728.22
3286,1095,137,3,264.21,792.6299999999999
3287,1095,185,1,31.59,31.59
3288,1095,33,2,331.69,663.38
3289,1095,40,1,754.44,754.44
3290,1096,28,2,140.88,281.76
3291,1096,10,3,357.32,1071.96
3292,1096,145,1,566.5,566.5
3293,1096,187,3,902.0,2706.0
3294,1097,109,2,761.57,1523.14
3295,1098,85,3,900.56,2701.68
3296,1098,119,1,577.1,577.1
3297,1099,111,1,319.72,319.72
3298,1100,64,3,442.23,1326.69
3299,1100,100,3,73.21,219.63
3300,1100,106,1,79.23,79.23
3301,1100,176,1,347.51,347.51
3302,1100,21,3,364.97,1094.91
3303,1101,166,1,58.45,58.45
3304,1102,39,1,375.47,375.47
3305,1102,162,3,894.73,2684.19
3306,1102,27,1,290.96,290.96
3307,1102,26,1,828.58,828.58
3308,1103,150,2,306.11,612.22
3309,1104,132,3,24.46,73.38
3310,1104,79,2,318.54,637.08
3311,1105,31,2,374.71,749.42
3312,1106,75,2,960.9,1921.8
3313,1106,120,1,322.99,322.99
3314,1106,183,2,153.32,306.64
3315,1106,156,2,754.87,1509.74
3316,1106,61,2,53.02,106.04
3317,1107,176,3,347.51,1042.53
3318,1107,125,1,638.02,638.02
3319,1108,96,1,146.51,146.51
3320,1108,45,2,370.51,741.02
3321,1108,22,1,242.74,242.74
3322,1109,37,3,274.1,822.3000000000001
3323,1109,124,2,957.22,1914.44
3324,1110,195,3,485.6,1456.8000000000002
3325,1110,102,1,201.06,201.06
3326,1110,118,2,837.38,1674.76
3327,1111,72,3,682.88,2048.64
3328,1111,45,3,370.51,1111.53
3329,1111,92,2,899.88,1799.76
3330,1111,36,1,440.08,440.08
3331,1111,13,1,977.42,977.42
3332,1112,55,1,896.0,896.0
3333,1112,166,1,58.45,58.45
3334,1112,62,2,665.43,1330.86
3335,1112,193,2,796.09,1592.18
3336,1112,47,1,814.6,814.6
3337,1113,105,2,604.11,1208.22
3338,1113,169,1,353.72,353.72
3339,1114,25,1,963.91,963.91
3340,1114,94,2,610.43,1220.86
3341,1114,160,2,70.94,141.88
3342,1114,63,3,755.05,2265.1499999999996
3343,1115,143,3,277.89,833.67
3344,1115,72,3,682.88,2048.64
3345,1116,99,2,784.9,1569.8
3346,1117,98,1,806.47,806.47
3347,1117,71,2,375.51,751.02
3348,1117,98,2,806.47,1612.94
3349,1117,159,3,864.71,2594.13
3350,1118,88,1,536.33,536.33
3351,1119,25,1,963.91,963.91
3352,1119,109,2,761.57,1523.14
3353,1119,15,2,487.37,974.74
3354,1119,33,1,331.69,331.69
3355,1119,152,2,93.64,187.28
3356,1120,170,2,553.96,1107.92
3357,1120,43,1,766.53,766.53
3358,1120,8,2,860.08,1720.16
3359,1120,175,2,142.62,285.24
3360,1120,197,3,468.79,1406.3700000000001
3361,1121,198,2,972.16,1944.32
3362,1122,192,2,221.94,443.88
3363,1122,96,1,146.51,146.51
3364,1122,1,3,630.41,1891.23
3365,1122,22,1,242.74,242.74
3366,1123,24,3,849.66,2548.98
3367,1123,89,2,418.64,837.28
3368,1123,115,2,343.11,686.22
3369,1123,142,3,658.92,1976.7599999999998
3370,1124,12,2,56.8,113.6
3371,1124,131,1,983.95,983.95
3372,1124,20,2,366.81,733.62
3373,1124,38,3,196.45,589.3499999999999
3374,1125,181,2,936.65,1873.3
3375,1125,169,2,353.72,707.44
3376,1126,102,2,201.06,402.12
3377,1126,188,2,336.06,672.12
3378,1126,23,3,153.04,459.12
3379,1126,165,1,883.08,883.08
3380,1126,143,1,277.89,277.89
3381,1127,171,3,646.77,1940.31
3382,1127,85,3,900.56,2701.68
3383,1127,112,2,406.75,813.5
3384,1127,131,3,983.95,2951.8500000000004
3385,1128,122,2,72.39,144.78
3386,1128,76,3,217.67,653.01
3387,1129,19,3,125.97,377.90999999999997
3388,1129,16,3,616.08,1848.2400000000002
3389,1129,95,3,455.23,1365.69
3390,1129,3,1,72.08,72.08
3391,1129,134,1,16.44,16.44
3392,1130,143,1,277.89,277.89
3393,1130,141,2,574.09,1148.18
3394,1130,108,1,286.56,286.56
3395,1130,182,1,380.38,380.38
3396,1131,12,3,56.8,170.39999999999998
3397,1131,41,3,918.22,2754.66
3398,1131,17,1,34.24,34.24
3399,1131,10,3,357.32,1071.96
3400,1132,148,1,719.66,719.66
3401,1132,87,1,472.65,472.65
3402,1132,169,3,353.72,1061.16
3403,1132,66,3,869.01,2607.0299999999997
3404,1132,161,1,503.96,503.96
3405,1133,139,3,515.11,1545.33
3406,1133,44,2,490.16,980.32
3407,1133,86,3,76.19,228.57
3408,1133,153,3,473.82,1421.46
3409,1133,116,3,600.75,1802.25
3410,1134,130,1,206.21,206.21
3411,1134,4,1,219.62,219.62
3412,1135,54,2,6.76,13.52
3413,1135,147,1,335.09,335.09
3414,1136,90,3,87.14,261.42
3415,1136,151,3,660.46,1981.38
3416,1136,97,1,567.59,567.59
3417,1136,12,1,56.8,56.8
3418,1136,179,2,353.37,706.74
3419,1137,144,1,393.62,393.62
3420,1138,165,3,883.08,2649.2400000000002
3421,1138,138,3,915.89,2747.67
3422,1139,171,3,646.77,1940.31
3423,1139,83,1,351.56,351.56
3424,1139,182,3,380.38,1141.1399999999999
3425,1139,62,1,665.43,665.43
3426,1140,26,3,828.58,2485.7400000000002
3427,1140,117,2,328.58,657.16
3428,1140,194,3,26.95,80.85
3429,1140,70,3,849.95,2549.8500000000004
3430,1140,148,1,719.66,719.66
3431,1141,171,3,646.77,1940.31
3432,1141,43,3,766.53,2299.59
3433,1141,100,3,73.21,219.63
3434,1141,147,1,335.09,335.09
3435,1141,41,3,918.22,2754.66
3436,1142,162,1,894.73,894.73
3437,1142,34,2,560.74,1121.48
3438,1142,11,2,20.7,41.4
3439,1143,4,2,219.62,439.24
3440,1143,182,1,380.38,380.38
3441,1143,183,3,153.32,459.96
3442,1144,62,2,665.43,1330.86
3443,1144,157,3,689.78,2069.34
3444,1144,55,3,896.0,2688.0
3445,1144,185,2,31.59,63.18
3446,1144,5,3,213.04,639.12
3447,1145,8,1,860.08,860.08
3448,1145,155,2,682.16,1364.32
3449,1146,84,3,738.2,2214.6000000000004
3450,1147,47,3,814.6,2443.8
3451,1148,16,2,616.08,1232.16
3452,1149,147,2,335.09,670.18
3453,1149,130,3,206.21,618.63
3454,1150,158,1,824.43,824.43
3455,1150,15,3,487.37,1462.1100000000001
3456,1150,164,3,32.97,98.91
3457,1150,55,2,896.0,1792.0
3458,1150,118,3,837.38,2512.14
3459,1151,100,3,73.21,219.63
3460,1151,190,3,234.97,704.91
3461,1152,177,1,932.87,932.87
3462,1152,147,1,335.09,335.09
3463,1152,153,3,473.82,1421.46
3464,1152,113,2,580.51,1161.02
3465,1153,62,3,665.43,1996.29
3466,1153,56,1,184.33,184.33
3467,1153,166,1,58.45,58.45
3468,1153,56,3,184.33,552.99
3469,1153,174,2,875.82,1751.64
3470,1154,50,2,285.33,570.66
3471,1155,25,3,963.91,2891.73
3472,1156,198,1,972.16,972.16
3473,1156,17,2,34.24,68.48
3474,1156,161,2,503.96,1007.92
3475,1156,135,3,5.79,17.37
3476,1156,175,3,142.62,427.86
3477,1157,42,3,908.6,2725.8
3478,1157,60,1,223.94,223.94
3479,1157,181,2,936.65,1873.3
3480,1158,138,2,915.89,1831.78
3481,1159,30,2,660.17,1320.34
3482,1159,49,3,40.28,120.84
3483,1160,9,1,317.9,317.9
3484,1160,6,3,452.05,1356.15
3485,1160,158,3,824.43,2473.29
3486,1161,43,3,766.53,2299.59
3487,1161,136,3,101.62,304.86
3488,1161,89,3,418.64,1255.92
3489,1161,155,1,682.16,682.16
3490,1161,10,1,357.32,357.32
3491,1162,116,3,600.75,1802.25
3492,1163,54,2,6.76,13.52
3493,1164,139,1,515.11,515.11
3494,1165,38,1,196.45,196.45
3495,1165,60,3,223.94,671.8199999999999
3496,1165,7,2,576.53,1153.06
3497,1166,91,1,335.42,335.42
3498,1166,172,3,365.59,1096.77
3499,1167,99,3,784.9,2354.7
3500,1167,72,1,682.88,682.88
3501,1167,113,2,580.51,1161.02
3502,1168,127,1,283.15,283.15
3503,1168,172,1,365.59,365.59
3504,1168,133,3,890.88,2672.64
3505,1169,199,3,203.86,611.58
3506,1169,160,2,70.94,141.88
3507,1169,111,1,319.72,319.72
3508,1169,7,1,576.53,576.53
3509,1170,100,3,73.21,219.63
3510,1170,159,3,864.71,2594.13
3511,1171,121,1,936.97,936.97
3512,1171,152,2,93.64,187.28
3513,1171,105,2,604.11,1208.22
3514,1172,86,3,76.19,228.57
3515,1172,5,2,213.04,426.08
3516,1172,115,2,343.11,686.22
3517,1173,127,1,283.15,283.15
3518,1173,145,1,566.5,566.5
3519,1173,184,1,984.64,984.64
3520,1173,42,1,908.6,908.6
3521,1173,49,2,40.28,80.56
3522,1174,199,1,203.86,203.86
3523,1174,184,3,984.64,2953.92
3524,1174,61,3,53.02,159.06
3525,1174,151,1,660.46,660.46
3526,1174,150,3,306.11,918.33
3527,1175,77,2,588.95,1177.9
3528,1175,122,3,72.39,217.17000000000002
3529,1175,109,3,761.57,2284.71
3530,1175,77,1,588.95,588.95
3531,1176,20,3,366.81,1100.43
3532,1176,145,2,566.5,1133.0
3533,1176,169,1,353.72,353.72
3534,1177,28,1,140.88,140.88
3535,1177,2,3,384.44,1153.32
3536,1177,129,3,90.77,272.31
3537,1178,91,3,335.42,1006.26
3538,1178,45,3,370.51,1111.53
3539,1178,149,1,161.41,161.41
3540,1178,76,2,217.67,435.34
3541,1179,115,3,343.11,1029.33
3542,1179,131,2,983.95,1967.9
3543,1179,95,3,455.23,1365.69
3544,1179,14,2,924.3,1848.6
3545,1180,60,2,223.94,447.88
3546,1180,96,2,146.51,293.02
3547,1180,199,2,203.86,407.72
3548,1181,24,1,849.66,849.66
3549,1181,157,2,689.78,1379.56
3550,1182,153,2,473.82,947.64
3551,1183,119,1,577.1,577.1
3552,1183,33,1,331.69,331.69
3553,1183,167,2,479.29,958.58
3554,1184,174,3,875.82,2627.46
3555,1184,86,2,76.19,152.38
3556,1184,79,2,318.54,637.08
3557,1185,119,2,577.1,1154.2
3558,1185,95,2,455.23,910.46
3559,1185,112,1,406.75,406.75
3560,1185,68,2,96.07,192.14
3561,1186,115,1,343.11,343.11
3562,1186,9,3,317.9,953.6999999999999
3563,1186,50,3,285.33,855.99
3564,1187,144,2,393.62,787.24
3565,1188,200,2,797.68,1595.36
3566,1188,71,3,375.51,1126.53
3567,1188,33,1,331.69,331.69
3568,1189,61,1,53.02,53.02
3569,1190,8,2,860.08,1720.16
3570,1191,54,1,6.76,6.76
3571,1191,197,2,468.79,937.58
3572,1191,34,3,560.74,1682.22
3573,1191,116,1,600.75,600.75
3574,1191,98,1,806.47,806.47
3575,1192,24,3,849.66,2548.98
3576,1192,62,1,665.43,665.43
3577,1192,78,1,419.83,419.83
3578,1192,149,2,161.41,322.82
3579,1193,26,3,828.58,2485.7400000000002
3580,1193,53,2,800.25,1600.5
3581,1193,132,1,24.46,24.46
3582,1194,70,3,849.95,2549.8500000000004
3583,1194,119,2,577.1,1154.2
3584,1194,50,2,285.33,570.66
3585,1195,41,2,918.22,1836.44
3586,1195,107,3,517.01,1551.03
3587,1196,107,3,517.01,1551.03
3588,1196,178,3,462.69,1388.07
3589,1196,184,2,984.64,1969.28
3590,1197,167,2,479.29,958.58
3591,1197,57,1,579.72,579.72
3592,1197,183,1,153.32,153.32
3593,1197,99,3,784.9,2354.7
3594,1198,197,2,468.79,937.58
3595,1198,55,1,896.0,896.0
3596,1198,125,1,638.02,638.02
3597,1198,40,3,754.44,2263.32
3598,1198,106,1,79.23,79.23
3599,1199,147,2,335.09,670.18
3600,1199,111,3,319.72,959.1600000000001
3601,1199,187,1,902.0,902.0
3602,1199,31,3,374.71,1124.1299999999999
3603,1199,22,3,242.74,728.22
3604,1200,176,3,347.51,1042.53
3605,1200,93,1,667.21,667.21
3606,1201,72,2,682.88,1365.76
3607,1201,184,2,984.64,1969.28
3608,1201,48,1,407.64,407.64
3609,1201,66,3,869.01,2607.0299999999997
3610,1201,24,2,849.66,1699.32
3611,1202,31,3,374.71,1124.1299999999999
3612,1202,197,1,468.79,468.79
3613,1202,114,3,322.0,966.0
3614,1203,156,1,754.87,754.87
3615,1203,77,2,588.95,1177.9
3616,1204,168,2,218.07,436.14
3617,1204,181,3,936.65,2809.95
3618,1204,182,3,380.38,1141.1399999999999
3619,1204,168,1,218.07,218.07
3620,1204,118,1,837.38,837.38
3621,1205,194,2,26.95,53.9
3622,1205,55,2,896.0,1792.0
3623,1206,152,3,93.64,280.92
3624,1207,95,1,455.23,455.23
3625,1207,148,3,719.66,2158.98
3626,1207,66,1,869.01,869.01
3627,1207,163,2,170.68,341.36
3628,1207,72,2,682.88,1365.76
3629,1208,29,1,666.23,666.23
3630,1209,160,2,70.94,141.88
3631,1210,150,3,306.11,918.33
3632,1210,179,2,353.37,706.74
3633,1210,72,2,682.88,1365.76
3634,1211,58,3,387.36,1162.08
3635,1212,54,2,6.76,13.52
3636,1212,95,3,455.23,1365.69
3637,1212,114,2,322.0,644.0
3638,1212,30,1,660.17,660.17
3639,1212,1,3,630.41,1891.23
3640,1213,181,3,936.65,2809.95
3641,1214,15,2,487.37,974.74
3642,1214,99,3,784.9,2354.7
3643,1214,73,3,126.91,380.73
3644,1214,95,3,455.23,1365.69
3645,1214,69,1,798.12,798.12
3646,1215,45,2,370.51,741.02
3647,1215,105,3,604.11,1812.33
3648,1215,53,2,800.25,1600.5
3649,1215,26,2,828.58,1657.16
3650,1216,164,2,32.97,65.94
3651,1216,102,3,201.06,603.1800000000001
3652,1216,188,2,336.06,672.12
3653,1216,147,1,335.09,335.09
3654,1217,85,2,900.56,1801.12
3655,1217,102,1,201.06,201.06
3656,1218,87,1,472.65,472.65
3657,1218,106,2,79.23,158.46
3658,1219,191,3,806.44,2419.32
3659,1219,37,2,274.1,548.2
3660,1219,161,1,503.96,503.96
3661,1219,68,2,96.07,192.14
3662,1220,76,1,217.67,217.67
3663,1221,98,1,806.47,806.47
3664,1221,84,2,738.2,1476.4
3665,1221,120,1,322.99,322.99
3666,1221,52,3,102.83,308.49
3667,1222,101,2,677.81,1355.62
3668,1222,14,2,924.3,1848.6
3669,1223,190,3,234.97,704.91
3670,1224,172,1,365.59,365.59
3671,1224,136,1,101.62,101.62
3672,1225,58,2,387.36,774.72
3673,1225,85,1,900.56,900.56
3674,1226,108,2,286.56,573.12
3675,1227,158,3,824.43,2473.29
3676,1227,100,1,73.21,73.21
3677,1227,88,1,536.33,536.33
3678,1228,78,3,419.83,1259.49
3679,1229,58,3,387.36,1162.08
3680,1229,97,3,567.59,1702.77
3681,1229,165,1,883.08,883.08
3682,1230,147,2,335.09,670.18
3683,1231,141,2,574.09,1148.18
3684,1231,167,1,479.29,479.29
3685,1231,199,3,203.86,611.58
3686,1231,113,3,580.51,1741.53
3687,1231,176,1,347.51,347.51
3688,1232,58,3,387.36,1162.08
3689,1233,141,1,574.09,574.09
3690,1233,67,1,594.26,594.26
3691,1233,40,1,754.44,754.44
3692,1233,182,2,380.38,760.76
3693,1234,102,3,201.06,603.1800000000001
3694,1234,111,3,319.72,959.1600000000001
3695,1234,167,1,479.29,479.29
3696,1234,166,1,58.45,58.45
3697,1234,146,2,467.66,935.32
3698,1235,100,3,73.21,219.63
3699,1236,96,3,146.51,439.53
3700,1236,40,2,754.44,1508.88
3701,1236,109,3,761.57,2284.71
3702,1236,133,3,890.88,2672.64
3703,1237,1,2,630.41,1260.82
3704,1238,51,2,767.63,1535.26
3705,1238,88,3,536.33,1608.9900000000002
3706,1238,179,1,353.37,353.37
3707,1238,122,2,72.39,144.78
3708,1238,90,2,87.14,174.28
3709,1239,95,3,455.23,1365.69
3710,1240,124,1,957.22,957.22
3711,1240,80,1,939.67,939.67
3712,1240,49,2,40.28,80.56
3713,1240,87,1,472.65,472.65
3714,1240,111,1,319.72,319.72
3715,1241,150,1,306.11,306.11
3716,1241,45,3,370.51,1111.53
3717,1242,80,2,939.67,1879.34
3718,1242,88,2,536.33,1072.66
3719,1243,5,2,213.04,426.08
3720,1244,179,3,353.37,1060.1100000000001
3721,1245,43,1,766.53,766.53
3722,1245,185,3,31.59,94.77
3723,1245,130,1,206.21,206.21
3724,1245,58,2,387.36,774.72
3725,1245,129,3,90.77,272.31
3726,1246,107,3,517.01,1551.03
3727,1246,70,1,849.95,849.95
3728,1246,25,2,963.91,1927.82
3729,1247,138,2,915.89,1831.78
3730,1247,65,3,372.7,1118.1
3731,1248,40,1,754.44,754.44
3732,1248,49,3,40.28,120.84
3733,1249,173,2,71.07,142.14
3734,1250,33,2,331.69,663.38
3735,1250,123,2,409.07,818.14
3736,1250,138,3,915.89,2747.67
3737,1251,108,1,286.56,286.56
3738,1251,16,2,616.08,1232.16
3739,1251,18,1,718.62,718.62
3740,1251,182,2,380.38,760.76
3741,1251,188,3,336.06,1008.1800000000001
3742,1252,176,3,347.51,1042.53
3743,1252,41,1,918.22,918.22
3744,1252,182,2,380.38,760.76
3745,1252,31,3,374.71,1124.1299999999999
3746,1252,165,2,883.08,1766.16
3747,1253,23,1,153.04,153.04
3748,1253,178,1,462.69,462.69
3749,1254,5,3,213.04,639.12
3750,1255,98,3,806.47,2419.41
3751,1255,24,2,849.66,1699.32
3752,1255,22,3,242.74,728.22
3753,1256,101,3,677.81,2033.4299999999998
3754,1256,52,1,102.83,102.83
3755,1257,22,1,242.74,242.74
3756,1257,143,1,277.89,277.89
3757,1257,156,2,754.87,1509.74
3758,1257,98,1,806.47,806.47
3759,1257,195,1,485.6,485.6
3760,1258,179,2,353.37,706.74
3761,1259,100,1,73.21,73.21
3762,1260,161,1,503.96,503.96
3763,1260,116,1,600.75,600.75
3764,1260,62,1,665.43,665.43
3765,1260,145,2,566.5,1133.0
3766,1261,50,3,285.33,855.99
3767,1261,59,1,220.37,220.37
3768,1261,55,2,896.0,1792.0
3769,1261,1,2,630.41,1260.82
3770,1261,125,1,638.02,638.02
3771,1262,187,3,902.0,2706.0
3772,1263,68,2,96.07,192.14
3773,1263,154,1,105.09,105.09
3774,1264,157,3,689.78,2069.34
3775,1264,8,2,860.08,1720.16
3776,1265,22,1,242.74,242.74
3777,1265,22,2,242.74,485.48
3778,1266,90,1,87.14,87.14
3779,1266,11,2,20.7,41.4
3780,1267,37,3,274.1,822.3000000000001
3781,1268,22,1,242.74,242.74
3782,1268,76,1,217.67,217.67
3783,1269,62,3,665.43,1996.29
3784,1269,70,2,849.95,1699.9
3785,1269,113,2,580.51,1161.02
3786,1269,4,1,219.62,219.62
3787,1269,120,1,322.99,322.99
3788,1270,76,2,217.67,435.34
3789,1270,199,1,203.86,203.86
3790,1270,40,2,754.44,1508.88
3791,1270,166,1,58.45,58.45
3792,1271,161,3,503.96,1511.8799999999999
3793,1272,115,2,343.11,686.22
3794,1272,3,3,72.08,216.24
3795,1272,77,1,588.95,588.95
3796,1273,33,2,331.69,663.38
3797,1273,148,1,719.66,719.66
3798,1273,146,3,467.66,1402.98
3799,1273,119,2,577.1,1154.2
3800,1274,101,2,677.81,1355.62
3801,1274,159,2,864.71,1729.42
3802,1275,18,1,718.62,718.62
3803,1276,177,3,932.87,2798.61
3804,1277,83,3,351.56,1054.68
3805,1278,166,3,58.45,175.35000000000002
3806,1278,79,2,318.54,637.08
3807,1279,38,2,196.45,392.9
3808,1279,175,2,142.62,285.24
3809,1280,40,3,754.44,2263.32
3810,1280,119,3,577.1,1731.3000000000002
3811,1280,44,1,490.16,490.16
3812,1280,71,1,375.51,375.51
3813,1280,140,3,7.23,21.69
3814,1281,7,1,576.53,576.53
3815,1282,96,1,146.51,146.51
3816,1282,137,3,264.21,792.6299999999999
3817,1282,108,1,286.56,286.56
3818,1283,147,1,335.09,335.09
3819,1283,200,1,797.68,797.68
3820,1284,50,2,285.33,570.66
3821,1285,74,3,71.78,215.34
3822,1285,16,1,616.08,616.08
3823,1286,142,3,658.92,1976.7599999999998
3824,1286,153,1,473.82,473.82
3825,1287,58,3,387.36,1162.08
3826,1288,14,1,924.3,924.3
3827,1288,200,1,797.68,797.68
3828,1288,1,1,630.41,630.41
3829,1289,11,2,20.7,41.4
3830,1289,106,1,79.23,79.23
3831,1289,94,3,610.43,1831.29
3832,1290,20,2,366.81,733.62
3833,1290,132,3,24.46,73.38
3834,1290,155,2,682.16,1364.32
3835,1290,65,1,372.7,372.7
3836,1291,161,3,503.96,1511.8799999999999
3837,1291,143,1,277.89,277.89
3838,1291,43,3,766.53,2299.59
3839,1292,90,1,87.14,87.14
3840,1292,189,2,520.04,1040.08
3841,1292,30,2,660.17,1320.34
3842,1292,176,1,347.51,347.51
3843,1293,158,2,824.43,1648.86
3844,1293,153,3,473.82,1421.46
3845,1293,175,3,142.62,427.86
3846,1293,168,2,218.07,436.14
3847,1293,75,3,960.9,2882.7
3848,1294,25,3,963.91,2891.73
3849,1294,164,2,32.97,65.94
3850,1294,190,3,234.97,704.91
3851,1295,120,1,322.99,322.99
3852,1295,32,1,544.8,544.8
3853,1296,63,3,755.05,2265.1499999999996
3854,1296,136,3,101.62,304.86
3855,1296,105,2,604.11,1208.22
3856,1297,180,2,105.38,210.76
3857,1297,34,2,560.74,1121.48
3858,1297,183,3,153.32,459.96
3859,1297,196,3,494.52,1483.56
3860,1298,19,1,125.97,125.97
3861,1299,48,2,407.64,815.28
3862,1299,41,1,918.22,918.22
3863,1299,174,2,875.82,1751.64
3864,1300,180,2,105.38,210.76
3865,1300,195,1,485.6,485.6
3866,1300,88,2,536.33,1072.66
3867,1300,94,1,610.43,610.43
